Location Key,Market,Country,Region,State,City
200921,EU,France,Central,Ile-de-France,Grigny
200922,APAC,China,North Asia,Sichuan,Yibin
200923,Africa,Madagascar,Africa,Boeny,Mahajanga
200924,Africa,Algeria,Africa,Saida,Saida
200925,EU,France,Central,Ile-de-France,Cergy
200926,EMEA,Russia,EMEA,Stavropol',Arzgir
200927,EU,United Kingdom,North,England,Gravesend
200928,APAC,China,North Asia,Beijing,Mentougou
200929,Africa,Mozambique,Africa,Nampula,Nampula
200930,US,United States,West,Washington,Edmonds
200931,APAC,Australia,Oceania,Victoria,Traralgon
200932,EMEA,Ukraine,EMEA,Vinnytsya,Vinnytsya
200933,US,United States,Central,Illinois,Evanston
200934,US,United States,South,Louisiana,Bossier City
200935,APAC,New Zealand,Oceania,Canterbury,Timaru
200936,EU,France,Central,Aquitaine,Libourne
200937,US,United States,South,Florida,Tampa
200938,EMEA,Israel,EMEA,Southern,Ashdod
200939,LATAM,Brazil,South,Minas Gerais,Patrocínio
200940,EU,United Kingdom,North,England,Slough
200941,EU,France,Central,Brittany,Rennes
200942,APAC,China,North Asia,Shanxi,Datong
200943,EU,Germany,Central,North Rhine-Westphalia,Oberhausen
200944,Africa,Zambia,Africa,Eastern,Chipata
200945,EMEA,Romania,EMEA,Galati,Galati
200946,APAC,Australia,Oceania,Queensland,Toowoomba
200947,EU,France,Central,Ile-de-France,Bry-sur-Marne
200948,LATAM,Brazil,South,Santa Catarina,Balneário Camboriú
200949,EU,France,Central,Centre,Dreux
200950,EU,France,Central,Midi-Pyrénées,Toulouse
200951,Africa,Libya,Africa,Banghazi,Benghazi
200952,APAC,Philippines,Southeast Asia,Calabarzon,Bacoor
200953,APAC,China,North Asia,Guangxi,Nanning
200954,EU,Germany,Central,North Rhine-Westphalia,Stolberg
200955,EU,Italy,South,Apulia,Bari
200956,APAC,China,North Asia,Qinghai,Xining
200957,EMEA,Saudi Arabia,EMEA,Tabuk,Tabuk
200958,APAC,China,North Asia,Guizhou,Guiyang
200959,LATAM,Mexico,North,Durango,Durango
200960,US,United States,Central,Wisconsin,Kenosha
200961,APAC,Japan,North Asia,Tokyo,Tokyo
200962,EMEA,Israel,EMEA,Tel Aviv,Bene Beraq
200963,EU,United Kingdom,North,England,Rotherham
200964,EU,Ireland,North,Cork,Cork
200965,US,United States,Central,Indiana,Columbus
200966,Africa,South Africa,Africa,Gauteng,Roodepoort
200967,EU,France,Central,Rhône-Alpes,Fontaine
200968,Africa,Morocco,Africa,Rabat-Salé-Zemmour-Zaer,Rabat
200969,US,United States,West,California,Temecula
200970,LATAM,Brazil,South,São Paulo,José Bonifácio
200971,Africa,Zambia,Africa,Lusaka,Lusaka
200972,EMEA,Iraq,EMEA,Al Basrah,Basra
200973,US,United States,West,California,Apple Valley
200974,APAC,China,North Asia,Guangdong,Meizhou
200975,LATAM,Mexico,North,Sinaloa,Guasave
200976,US,United States,Central,Texas,Richardson
200977,LATAM,Brazil,South,São Paulo,Santana de Parnaíba
200978,US,United States,South,Alabama,Montgomery
200979,US,United States,Central,Texas,Austin
200980,EU,France,Central,Ile-de-France,Aubervilliers
200981,APAC,New Zealand,Oceania,Wellington,Upper Hutt
200982,EU,France,Central,Ile-de-France,Neuilly-sur-Seine
200983,APAC,India,Central Asia,Haryana,Faridabad
200984,US,United States,West,California,Fairfield
200985,LATAM,El Salvador,Central,Santa Ana,Santa Ana
200986,EU,France,Central,Upper Normandy,Le Havre
200987,Africa,Tanzania,Africa,Mwanza,Mwanza
200988,US,United States,West,Utah,Orem
200989,LATAM,Guatemala,Central,Guatemala,Petapa
200990,US,United States,South,Virginia,Newport News
200991,EU,France,Central,Provence-Alpes-Côte d'Azur,Miramas
200992,Africa,South Africa,Africa,Gauteng,Mabopane
200993,LATAM,Panama,Central,Chiriquí,David
200994,EU,Spain,South,Andalusía,Dos Hermanas
200995,LATAM,Mexico,North,Coahuila,Villa Frontera
200996,US,United States,East,Massachusetts,Franklin
200997,APAC,China,North Asia,Jiangsu,Suzhou
200998,EU,United Kingdom,North,England,Hartlepool
200999,LATAM,Mexico,North,Veracruz,Orizaba
201000,LATAM,Mexico,North,Michoacán,Lázaro Cárdenas
201001,APAC,South Korea,North Asia,Busan,Busan
201002,US,United States,Central,Texas,Pearland
201003,LATAM,Cuba,Caribbean,Holguín,Holguín
201004,APAC,India,Central Asia,Chhattisgarh,Korba
201005,EU,Italy,South,Lazio,Viterbo
201006,EU,France,Central,Languedoc-Roussillon,Carcassonne
201007,EU,Austria,Central,Carinthia,Villach
201008,EU,Italy,South,Apulia,Altamura
201009,US,United States,West,Colorado,Longmont
201010,APAC,China,North Asia,Hubei,Ezhou
201011,LATAM,Guatemala,Central,Escuintla,Escuintla
201012,APAC,Pakistan,Central Asia,Punjab,Gujranwala
201013,EU,Germany,Central,Thuringia,Jena
201014,EU,United Kingdom,North,England,Oxford
201015,APAC,India,Central Asia,Andhra Pradesh,Anantapur
201016,EMEA,Iran,EMEA,Qom,Qom
201017,APAC,China,North Asia,Henan,Jiaozuo
201018,EU,United Kingdom,North,England,Portsmouth
201019,EU,Germany,Central,Lower Saxony,Hildesheim
201020,EU,United Kingdom,North,England,Sunderland
201021,Africa,Egypt,Africa,Al Gharbiyah,Al Mahallah al Kubra
201022,LATAM,Argentina,South,Provincia de Buenos Aires,La Plata
201023,EU,Sweden,North,Skåne,Landskrona
201024,EU,Finland,North,Uusimaa,Helsinki
201025,US,United States,West,Nevada,Las Vegas
201026,EMEA,Hungary,EMEA,Budapest,Budapest
201027,EU,United Kingdom,North,England,Bath
201028,Africa,Togo,Africa,Maritime,Lome
201029,EU,Italy,South,Emilia-Romagna,Ferrara
201030,EU,France,Central,Ile-de-France,Palaiseau
201031,EU,United Kingdom,North,England,Gateshead
201032,EU,France,Central,Alsace,Saint-Louis
201033,US,United States,East,New Jersey,Plainfield
201034,LATAM,Brazil,South,Bahia,Itamaraju
201035,EU,United Kingdom,North,England,Coventry
201036,EU,France,Central,Nord-Pas-de-Calais,Villeneuve-d'Ascq
201037,APAC,India,Central Asia,Uttar Pradesh,Mathura
201038,EU,Germany,Central,Lower Saxony,Wilhelmshaven
201039,Africa,Egypt,Africa,Al Bahr Al Ahmar,Hurghada
201040,APAC,India,Central Asia,Bihar,Gaya
201041,EU,France,Central,Lorraine,Toul
201042,Africa,Tanzania,Africa,Arusha,Arusha
201043,LATAM,Brazil,South,Minas Gerais,Ibirité
201044,LATAM,Mexico,North,Jalisco,Guadalajara
201045,LATAM,Mexico,North,Campeche,Ciudad del Carmen
201046,APAC,India,Central Asia,Maharashtra,Kolhapur
201047,LATAM,Mexico,North,San Luis Potosí,Valles
201048,US,United States,East,Massachusetts,Beverly
201049,US,United States,East,New York,Buffalo
201050,EU,Germany,Central,Hesse,Kassel
201051,US,United States,South,North Carolina,Greensboro
201052,LATAM,Dominican Republic,Caribbean,La Vega,La Vega
201053,Africa,Mauritania,Africa,Nouakchott,Nouakchott
201054,Africa,Senegal,Africa,Saint-Louis,Saint-Louis
201055,LATAM,Colombia,South,Magdalena,Santa Marta
201056,LATAM,Argentina,South,Córdoba,Córdoba
201057,Africa,South Africa,Africa,Western Cape,George
201058,EU,Germany,Central,Baden-Württemberg,Sindelfingen
201059,APAC,Japan,North Asia,Chiba,Kawaguchi
201060,LATAM,Guatemala,Central,Guatemala,Villa Canales
201061,APAC,China,North Asia,Guizhou,Zunyi
201062,APAC,China,North Asia,Heilongjiang,Wuchang
201063,LATAM,Mexico,North,Sonora,Hermosillo
201064,EU,France,Central,Nord-Pas-de-Calais,Douai
201065,APAC,Japan,North Asia,Hiroshima,Fukuyama
201066,EMEA,Poland,EMEA,Silesia,Dabrowa Gornicza
201067,EU,Germany,Central,North Rhine-Westphalia,Essen
201068,US,United States,West,Oregon,Gresham
201069,EU,Spain,South,Galicia,Santiago de Compostela
201070,APAC,New Zealand,Oceania,Wellington,Paraparaumu
201071,LATAM,Argentina,South,San Juan,San Juan
201072,LATAM,Brazil,South,Amazonas,Manaus
201073,EU,France,Central,Ile-de-France,Mantes-la-Jolie
201074,EU,United Kingdom,North,Scotland,Glasgow
201075,US,United States,West,Nevada,Reno
201076,EU,France,Central,Brittany,Pontivy
201077,APAC,New Zealand,Oceania,Bay of Plenty,Tauranga
201078,EU,Netherlands,Central,South Holland,The Hague
201079,EU,Sweden,North,Värmland,Karlstad
201080,APAC,India,Central Asia,Gujarat,Rajkot
201081,APAC,India,Central Asia,Madhya Pradesh,Satna
201082,APAC,China,North Asia,Shaanxi,Yulin
201083,LATAM,Cuba,Caribbean,Granma,Manzanillo
201084,EMEA,Iraq,EMEA,Karbala',Karbala'
201085,EMEA,Belarus,EMEA,Hrodna,Hrodna
201086,US,United States,South,Tennessee,Clarksville
201087,APAC,China,North Asia,Hubei,Guangshui
201088,APAC,India,Central Asia,Rajasthan,Bikaner
201089,APAC,India,Central Asia,Madhya Pradesh,Indore
201090,EU,United Kingdom,North,England,Wigan
201091,EMEA,Turkey,EMEA,Istanbul,Beykoz
201092,EU,France,Central,Provence-Alpes-Côte d'Azur,Le Cannet
201093,US,United States,South,South Carolina,Columbia
201094,APAC,India,Central Asia,Andhra Pradesh,Tirupati
201095,LATAM,Colombia,South,Caldas,Manizales
201096,EU,France,Central,Ile-de-France,Conflans-Sainte-Honorine
201097,EU,United Kingdom,North,England,Leicester
201098,Africa,Angola,Africa,Luanda,Luanda
201099,Africa,Democratic Republic of the Congo,Africa,Equateur,Mbandaka
201100,LATAM,Mexico,North,Morelos,Cuernavaca
201101,LATAM,Honduras,Central,Cortés,San Pedro Sula
201102,APAC,China,North Asia,Fujian,Jinjiang
201103,APAC,China,North Asia,Guangdong,Zhaoqing
201104,US,United States,Central,Oklahoma,Broken Arrow
201105,EU,Spain,South,Castile and León,Ponferrada
201106,EU,France,Central,Ile-de-France,Yerres
201107,US,United States,Central,Indiana,Lawrence
201108,APAC,New Zealand,Oceania,Marlborough,Blenheim
201109,EU,France,Central,Rhône-Alpes,Rillieux-la-Pape
201110,APAC,China,North Asia,Henan,Luohe
201111,EU,Netherlands,Central,South Holland,Spijkenisse
201112,Africa,Guinea,Africa,Nzérékoré,Nzerekore
201113,Africa,Nigeria,Africa,Kaduna,Zaria
201114,EU,Germany,Central,North Rhine-Westphalia,Bielefeld
201115,EU,France,Central,Ile-de-France,Stains
201116,LATAM,Dominican Republic,Caribbean,Duarte,San Francisco de Macorís
201117,EU,Italy,South,Apulia,Lecce
201118,US,United States,West,Colorado,Colorado Springs
201119,LATAM,Brazil,South,Maranhão,São Luís
201120,EU,France,Central,Ile-de-France,Bagnolet
201121,APAC,China,North Asia,Heilongjiang,Qitaihe
201122,APAC,India,Central Asia,Uttar Pradesh,Meerut
201123,EMEA,Bulgaria,EMEA,Shumen,Shumen
201124,LATAM,Brazil,South,Minas Gerais,Ponte Nova
201125,APAC,China,North Asia,Zhejiang,Jinhua
201126,EU,United Kingdom,North,England,Cheltenham
201127,Africa,Nigeria,Africa,Kaduna,Kaduna
201128,EU,Netherlands,Central,North Brabant,Breda
201129,EU,Spain,South,Castile and León,Valladolid
201130,EU,France,Central,Ile-de-France,Courbevoie
201131,EU,Spain,South,Andalusía,Fuengirola
201132,EU,Belgium,Central,Hainaut,Charleroi
201133,Africa,Algeria,Africa,Oran,Oran
201134,Africa,Rwanda,Africa,Kigali,Kigali
201135,EMEA,Turkey,EMEA,Adana,Adana
201136,LATAM,Brazil,South,Minas Gerais,Nova Serrana
201137,EU,Spain,South,Castile-La Mancha,Guadalajara
201138,US,United States,Central,Oklahoma,Oklahoma City
201139,LATAM,Brazil,South,Maranhão,Santa Helena
201140,US,United States,West,Montana,Great Falls
201141,LATAM,Brazil,South,Minas Gerais,Belo Horizonte
201142,Canada,Canada,Canada,Ontario,North York
201143,US,United States,Central,Minnesota,Lakeville
201144,Africa,Togo,Africa,Plateaux,Atakpame
201145,EU,Portugal,South,Lisboa,Amadora
201146,APAC,Indonesia,Southeast Asia,Riau,Pekanbaru
201147,US,United States,West,Colorado,Louisville
201148,US,United States,South,Georgia,Smyrna
201149,US,United States,Central,Minnesota,Saint Cloud
201150,LATAM,Colombia,South,Valle del Cauca,Jamundí
201151,Africa,Cameroon,Africa,Ouest,Foumban
201152,APAC,China,North Asia,Jilin,Jilin
201153,EU,France,Central,Ile-de-France,Versailles
201154,EU,Spain,South,Murcia,Lorca
201155,EU,Germany,Central,Lower Saxony,Langenhagen
201156,LATAM,Brazil,South,Ceará,Caucaia
201157,EMEA,Iran,EMEA,Lorestan,Borujerd
201158,LATAM,Brazil,South,Ceará,Fortaleza
201159,APAC,South Korea,North Asia,Gyeonggi,Anyang
201160,LATAM,Mexico,North,Nuevo León,Apodaca
201161,APAC,India,Central Asia,Maharashtra,Parbhani
201162,APAC,Japan,North Asia,Osaka,Kita-ku
201163,Africa,Democratic Republic of the Congo,Africa,Katanga,Likasi
201164,LATAM,Brazil,South,Bahia,Bom Jesus da Lapa
201165,US,United States,South,Virginia,Arlington
201166,US,United States,Central,Wisconsin,Appleton
201167,LATAM,El Salvador,Central,San Salvador,Apopa
201168,EU,Italy,South,Piedmont,Asti
201169,LATAM,Brazil,South,São Paulo,Mauá
201170,APAC,India,Central Asia,Jharkhand,Ranchi
201171,EU,France,Central,Brittany,Brest
201172,Africa,South Africa,Africa,Kwazulu-natal,Newcastle
201173,EMEA,Ukraine,EMEA,Luhans'k,Luhans'k
201174,EU,Switzerland,Central,Geneva,Geneva
201175,EU,France,Central,Nord-Pas-de-Calais,Hautmont
201176,EU,Germany,Central,Baden-Württemberg,Offenburg
201177,LATAM,Brazil,South,Pará,Ananindeua
201178,APAC,India,Central Asia,Tamil Nadu,Nagercoil
201179,LATAM,Mexico,North,Guerrero,Iguala
201180,US,United States,West,Oregon,Portland
201181,LATAM,Argentina,South,Chubut,Comodoro Rivadavia
201182,APAC,India,Central Asia,Telangana,Nizamabad
201183,US,United States,East,Connecticut,Meriden
201184,LATAM,Argentina,South,Chaco,Resistencia
201185,APAC,China,North Asia,Guizhou,Bijie
201186,EU,Denmark,North,Hovedstaden,Copenhagen
201187,Africa,Niger,Africa,Niamey,Niamey
201188,EU,France,Central,Ile-de-France,Evry
201189,EU,France,Central,Centre,Bourges
201190,EU,United Kingdom,North,England,Great Yarmouth
201191,US,United States,South,Tennessee,Nashville
201192,EU,France,Central,Provence-Alpes-Côte d'Azur,Draguignan
201193,LATAM,Mexico,North,Morelos,Jiutepec
201194,EU,Germany,Central,North Rhine-Westphalia,Hamm
201195,APAC,India,Central Asia,Uttar Pradesh,Bareilly
201196,EMEA,Turkey,EMEA,Ankara,Mamak
201197,EU,France,Central,Ile-de-France,Sannois
201198,LATAM,Mexico,North,México,Toluca
201199,EU,Austria,Central,Upper Austria,Linz
201200,US,United States,Central,Iowa,Dubuque
201201,APAC,Papua New Guinea,Oceania,National Capital,Port Moresby
201202,EMEA,Iran,EMEA,Kerman,Kerman
201203,US,United States,East,Ohio,Lakewood
201204,LATAM,Honduras,Central,Atlántida,La Ceiba
201205,APAC,Australia,Oceania,New South Wales,Port Macquarie
201206,APAC,New Zealand,Oceania,Nelson,Nelson
201207,EMEA,Poland,EMEA,Pomerania,Gdansk
201208,APAC,India,Central Asia,Puducherry,Puducherry
201209,US,United States,South,Arkansas,Little Rock
201210,APAC,South Korea,North Asia,Gyeongsangnam,Changwon
201211,EU,Germany,Central,North Rhine-Westphalia,Remscheid
201212,EU,United Kingdom,North,England,Exeter
201213,APAC,China,North Asia,Sichuan,Leshan
201214,LATAM,Guatemala,Central,Guatemala,Chinautla
201215,EU,Germany,Central,Brandenburg,Brandenburg
201216,EU,France,Central,Ile-de-France,Saint-Ouen
201217,EU,France,Central,Ile-de-France,Le Plessis-Robinson
201218,EU,Germany,Central,Saxony-Anhalt,Halle
201219,EU,United Kingdom,North,England,Harrow
201220,EU,France,Central,Rhône-Alpes,Echirolles
201221,EU,France,Central,Picardy,Nogent-sur-Oise
201222,EU,Italy,South,Campania,Casoria
201223,APAC,Australia,Oceania,New South Wales,Griffith
201224,LATAM,Brazil,South,Rio de Janeiro,Barra Mansa
201225,US,United States,Central,Illinois,Naperville
201226,EU,France,Central,Rhône-Alpes,Saint-Genis-Laval
201227,LATAM,Colombia,South,Tolima,Ibagué
201228,APAC,India,Central Asia,Tamil Nadu,Tirunelveli
201229,EMEA,Mongolia,EMEA,Ulaanbaatar,Ulan Bator
201230,EU,France,Central,Pays de la Loire,Les Herbiers
201231,US,United States,West,Washington,Pasco
201232,US,United States,West,Wyoming,Cheyenne
201233,EU,Italy,South,Umbria,Perugia
201234,EU,Germany,Central,Saxony,Dresden
201235,LATAM,Brazil,South,Parana,Francisco Beltrão
201236,EU,France,Central,Centre,Tours
201237,LATAM,Brazil,South,São Paulo,Araçatuba
201238,APAC,Australia,Oceania,South Australia,Gawler
201239,US,United States,Central,Iowa,Des Moines
201240,EU,Netherlands,Central,Groningen,Groningen
201241,APAC,India,Central Asia,Maharashtra,Ichalkaranji
201242,EU,Italy,South,Campania,Naples
201243,Africa,Sudan,Africa,Red Sea,Bur Sudan
201244,APAC,India,Central Asia,Uttar Pradesh,Firozabad
201245,EU,Germany,Central,Bavaria,Aschaffenburg
201246,EU,France,Central,Picardy,Soissons
201247,APAC,Japan,North Asia,Kanagawa,Aoba-ku
201248,EMEA,Turkey,EMEA,Istanbul,Silivri
201249,APAC,Malaysia,Southeast Asia,Sabah,Tawau
201250,LATAM,Brazil,South,São Paulo,Limeira
201251,EU,United Kingdom,North,England,Oldham
201252,LATAM,Brazil,South,Santa Catarina,Itajaí
201253,LATAM,Brazil,South,Goiás,Goiânia
201254,EU,Germany,Central,Rhineland-Palatinate,Neuwied
201255,EU,Italy,South,Campania,Marano di Napoli
201256,APAC,New Zealand,Oceania,Auckland,Papakura
201257,EU,United Kingdom,North,England,Watford
201258,APAC,China,North Asia,Liaoning,Dalian
201259,EU,France,Central,Rhône-Alpes,Annecy
201260,US,United States,West,California,Sunnyvale
201261,LATAM,Mexico,North,Tamaulipas,Madero
201262,APAC,China,North Asia,Shaanxi,Tongchuan
201263,EMEA,Ukraine,EMEA,Donetsk,Kramators'k
201264,APAC,India,Central Asia,Madhya Pradesh,Ujjain
201265,APAC,India,Central Asia,West Bengal,Asansol
201266,APAC,India,Central Asia,Odisha,Brahmapur
201267,EU,France,Central,Ile-de-France,Roissy-en-Brie
201268,EU,Italy,South,Lombardy,Varese
201269,EU,France,Central,Ile-de-France,Coulommiers
201270,EU,United Kingdom,North,England,Chelmsford
201271,EU,Portugal,South,Coimbra,Coimbra
201272,EU,United Kingdom,North,England,Ashford
201273,Africa,Cote d'Ivoire,Africa,Vallee Du Bandama,Bouake
201274,APAC,Australia,Oceania,Victoria,Mildura
201275,LATAM,Venezuela,South,Anzoátegui,Puerto La Cruz
201276,LATAM,Brazil,South,Rio de Janeiro,Teresópolis
201277,LATAM,Brazil,South,Minas Gerais,Juiz de Fora
201278,EU,Italy,South,Apulia,Foggia
201279,US,United States,East,Ohio,Parma
201280,US,United States,West,New Mexico,Farmington
201281,LATAM,Mexico,North,Puebla,Cholula
201282,EU,France,Central,Midi-Pyrénées,Pamiers
201283,LATAM,Brazil,South,Santa Catarina,Criciúma
201284,LATAM,Brazil,South,São Paulo,Taubaté
201285,EU,France,Central,Ile-de-France,Pantin
201286,US,United States,West,Arizona,Gilbert
201287,US,United States,East,New York,Oceanside
201288,LATAM,Mexico,North,Guanajuato,Celaya
201289,EU,United Kingdom,North,England,Mansfield
201290,EMEA,Iran,EMEA,Fars,Kazerun
201291,APAC,China,North Asia,Shanxi,Taiyuan
201292,US,United States,Central,Texas,Pasadena
201293,LATAM,Mexico,North,Tamaulipas,Río Bravo
201294,EU,Spain,South,Andalusía,Chiclana de la Frontera
201295,LATAM,Mexico,North,Sinaloa,Los Mochis
201296,US,United States,South,Virginia,Suffolk
201297,APAC,China,North Asia,Guizhou,Anshun
201298,LATAM,Mexico,North,México,San Pablo de las Salinas
201299,EU,France,Central,Ile-de-France,Poissy
201300,LATAM,Honduras,Central,Choluteca,Choluteca
201301,LATAM,Mexico,North,Veracruz,San Andrés Tuxtla
201302,US,United States,West,Colorado,Fort Collins
201303,US,United States,East,Ohio,Dublin
201304,APAC,Japan,North Asia,Kanagawa,Hiratsuka
201305,APAC,China,North Asia,Hubei,Huangshi
201306,APAC,China,North Asia,Jiangsu,Xinghua
201307,US,United States,South,Tennessee,Knoxville
201308,Africa,Sudan,Africa,Khartoum,Khartoum
201309,Africa,Egypt,Africa,Al Minya,Al Minya
201310,US,United States,Central,Michigan,Midland
201311,EU,Italy,South,Veneto,Vicenza
201312,LATAM,Peru,South,Lima (city),Lima
201313,EU,France,Central,Ile-de-France,Pontoise
201314,APAC,South Korea,North Asia,Daejeon,Daejeon
201315,US,United States,East,Ohio,Springfield
201316,APAC,China,North Asia,Henan,Zhengzhou
201317,EU,France,Central,Brittany,Landerneau
201318,EU,France,Central,Upper Normandy,Rouen
201319,APAC,China,North Asia,Shandong,Heze
201320,Africa,Mozambique,Africa,Zambezia,Quelimane
201321,LATAM,Mexico,North,Puebla,Atlixco
201322,APAC,Bangladesh,Central Asia,Rajshahi,Rajshahi
201323,EU,France,Central,Rhône-Alpes,Villefontaine
201324,LATAM,Panama,Central,Panama,Arraiján
201325,LATAM,Mexico,North,Querétaro,Querétaro
201326,EMEA,Romania,EMEA,Prahova,Ploiesti
201327,Africa,Sudan,Africa,Kassala,Kassala
201328,EMEA,Iran,EMEA,Kordestan,Saqqez
201329,LATAM,Colombia,South,Risaralda,Dos Quebradas
201330,APAC,Malaysia,Southeast Asia,Negeri Sembilan,Seremban
201331,EU,France,Central,Ile-de-France,Meudon
201332,EMEA,Czech Republic,EMEA,Hradec Kralove,Hradec Kralove
201333,US,United States,Central,Illinois,Peoria
201334,EU,France,Central,Ile-de-France,Villemomble
201335,APAC,Indonesia,Southeast Asia,Nusa Tenggara Timur,Kupang
201336,LATAM,Mexico,North,Nuevo León,General Escobedo
201337,APAC,Japan,North Asia,Fukuoka,Kawasaki
201338,EU,France,Central,Ile-de-France,Rambouillet
201339,EMEA,Russia,EMEA,Chelyabinsk,Kopeysk
201340,APAC,China,North Asia,Liaoning,Kaiyuan
201341,EU,Italy,South,Emilia-Romagna,Parma
201342,LATAM,Brazil,South,Alagoas,Maceió
201343,Africa,Zambia,Africa,Copperbelt,Ndola
201344,EMEA,Iraq,EMEA,Salah Ad Din,Samarra'
201345,APAC,China,North Asia,Anhui,Huainan
201346,EMEA,Ukraine,EMEA,Sumy,Sumy
201347,EU,Italy,South,Apulia,Taranto
201348,APAC,Australia,Oceania,South Australia,Mount Gambier
201349,EU,United Kingdom,North,England,Bolton
201350,LATAM,Brazil,South,São Paulo,Valinhos
201351,Africa,Morocco,Africa,Doukkala-Abda,Safi
201352,US,United States,South,Mississippi,Jackson
201353,EU,France,Central,Ile-de-France,Marly-le-Roi
201354,EU,Spain,South,Galicia,Lugo
201355,LATAM,Bolivia,South,Potosí,Potosí
201356,US,United States,East,New Jersey,Belleville
201357,EU,Germany,Central,Lower Saxony,Oldenburg
201358,LATAM,Mexico,North,Nuevo León,Garza García
201359,US,United States,East,New Hampshire,Concord
201360,EMEA,Syria,EMEA,Dayr Az Zawr,Dayr az Zawr
201361,EMEA,Russia,EMEA,Irkutsk,Irkutsk
201362,LATAM,Panama,Central,Panama,San Miguelito
201363,LATAM,Chile,South,Biobio,Chillán
201364,APAC,Australia,Oceania,Victoria,Wodonga
201365,EU,France,Central,Rhône-Alpes,Annonay
201366,APAC,China,North Asia,Hubei,Zhongxiang
201367,Africa,Somalia,Africa,Banaadir,Mogadishu
201368,EMEA,Russia,EMEA,Bryansk,Bryansk
201369,EMEA,Russia,EMEA,Arkhangel'sk,Severodvinsk
201370,APAC,China,North Asia,Sichuan,Chengdu
201371,APAC,Australia,Oceania,New South Wales,Armidale
201372,Africa,South Africa,Africa,Gauteng,Soweto
201373,APAC,India,Central Asia,Maharashtra,Durgapur
201374,LATAM,Cuba,Caribbean,Isla de la Juventud,Nueva Gerona
201375,LATAM,Argentina,South,Chaco,Presidencia Roque Sáenz Peña
201376,EU,France,Central,Midi-Pyrénées,Castres
201377,APAC,China,North Asia,Liaoning,Fushun
201378,LATAM,Brazil,South,São Paulo,Franca
201379,EU,Germany,Central,Rhineland-Palatinate,Ludwigshafen am Rhein
201380,LATAM,Chile,South,Arica y Parinacota,Arica
201381,EU,France,Central,Ile-de-France,Sartrouville
201382,Africa,Kenya,Africa,Coast,Mombasa
201383,EMEA,Turkey,EMEA,Aydin,Nazilli
201384,APAC,China,North Asia,Jilin,Jiutai
201385,Africa,Sierra Leone,Africa,Eastern,Koidu
201386,APAC,China,North Asia,Heilongjiang,Suihua
201387,EU,Italy,South,Sicily,Messina
201388,EU,France,Central,Champagne-Ardenne,Reims
201389,EMEA,Iran,EMEA,Khuzestan,Behbahan
201390,APAC,India,Central Asia,Rajasthan,Ajmer
201391,EMEA,Romania,EMEA,Cluj,Cluj-Napoca
201392,EMEA,Romania,EMEA,Bihor,Oradea
201393,EU,United Kingdom,North,England,Bristol
201394,LATAM,Nicaragua,Central,Managua,Tipitapa
201395,EU,Spain,South,Valenciana,Alicante
201396,EU,Belgium,Central,Limburg,Hasselt
201397,APAC,China,North Asia,Xinjiang Uygur,Aksu
201398,EMEA,Turkey,EMEA,Trabzon,Trabzon
201399,EU,Germany,Central,North Rhine-Westphalia,Troisdorf
201400,Africa,Guinea,Africa,Kindia,Kindia
201401,EU,France,Central,Provence-Alpes-Côte d'Azur,Aix-en-Provence
201402,Africa,Egypt,Africa,Al Gharbiyah,Tanta
201403,LATAM,Honduras,Central,Cortés,Choloma
201404,APAC,India,Central Asia,Maharashtra,Ulhasnagar
201405,LATAM,Venezuela,South,Distrito Capital,Caracas
201406,EMEA,Ukraine,EMEA,Kirovohrad,Oleksandriya
201407,Canada,Canada,Canada,Ontario,Mississauga
201408,US,United States,Central,Missouri,Independence
201409,EU,France,Central,Nord-Pas-de-Calais,Wattrelos
201410,APAC,China,North Asia,Guangdong,Licheng
201411,EU,Netherlands,Central,Utrecht,Nieuwegein
201412,APAC,China,North Asia,Jiangsu,Huaiyin
201413,APAC,India,Central Asia,Maharashtra,Pimpri
201414,US,United States,Central,Texas,Brownsville
201415,Africa,Cote d'Ivoire,Africa,Lagunes,Abidjan
201416,EU,Finland,North,Finland Proper,Turku
201417,LATAM,Jamaica,Caribbean,Saint Catherine,Portmore
201418,EMEA,Russia,EMEA,Ivanovo,Ivanovo
201419,LATAM,Cuba,Caribbean,Artemisa,Artemisa
201420,EU,France,Central,Poitou-Charentes,Niort
201421,EMEA,Turkey,EMEA,Denizli,Denizli
201422,EU,Netherlands,Central,Limburg,Heerlen
201423,US,United States,Central,Texas,Pharr
201424,LATAM,Venezuela,South,Carabobo,Valencia
201425,APAC,Japan,North Asia,Kagawa,Takamatsu
201426,EMEA,Russia,EMEA,Kaluga,Kaluga
201427,US,United States,West,California,Burbank
201428,APAC,Indonesia,Southeast Asia,Papua,Jayapura
201429,EU,France,Central,Provence-Alpes-Côte d'Azur,Martigues
201430,EU,France,Central,Corsica,Bastia
201431,US,United States,South,Florida,Deltona
201432,Canada,Canada,Canada,Ontario,London
201433,Africa,Guinea,Africa,Kankan,Kankan
201434,APAC,China,North Asia,Guangdong,Shanwei
201435,EU,France,Central,Ile-de-France,Massy
201436,Canada,Canada,Canada,Ontario,Vaughan
201437,LATAM,Mexico,North,Coahuila,Acuña
201438,EU,Germany,Central,Lower Saxony,Langen
201439,EU,France,Central,Aquitaine,Villeneuve-sur-Lot
201440,EU,United Kingdom,North,England,Manchester
201441,EU,Italy,South,Lombardy,Como
201442,EU,France,Central,Ile-de-France,Les Ulis
