Customer Key,Location Key,Shipping Key,Product Key,Order Key,Order Date Key,Ship Date Key,Quantity Sold,Total Price
100284,200218,307223,402117,508130,600274,700251,3,268.704
100669,200003,307224,403595,508131,600640,700785,2,267.12
100681,201518,307223,401172,508132,600154,700669,2,286.8
100670,200693,307224,403596,508133,600698,700007,9,523.26
100089,202291,307225,401178,508134,600610,701202,4,268.848
100206,200216,307225,402531,508135,600754,701047,3,494.64
100483,200506,307226,402698,508136,600080,700653,3,411.93
100678,200242,307226,402476,508137,601222,701323,6,502.02
100826,200077,307227,402523,508138,600282,700287,2,116.784
100468,200021,307228,401165,508139,600390,701201,6,844.116
100579,200146,307229,403597,508140,600091,700130,9,309.456
100088,200015,307230,403598,508141,600061,700088,6,180.18
100483,200439,307231,400741,508142,600246,700489,2,206.76
100823,201373,307232,401859,508143,600498,700946,6,819.54
100088,201364,307233,403599,508144,600077,700581,10,883.8
100158,200379,307233,402039,508145,600048,700986,3,586.5246
100753,201710,307234,403600,508146,600185,700189,5,251.55
100862,202292,307235,403572,508147,600595,700761,3,268.704
100054,202293,307236,401549,508148,600966,700770,7,691.95
100368,200204,307237,401737,508149,600334,700460,3,402.39
100590,202290,307238,403601,508150,600189,701069,1,260.25
100244,200105,307239,403602,508151,600642,700639,8,218.16
101115,200386,307240,400158,508152,600447,700463,1,459.63
100208,200308,307241,403499,508153,600352,700355,7,324.66
100141,200838,307241,403603,508154,600040,700523,13,540.189
100618,200084,307242,400022,508155,600929,701087,3,1032.75
100846,200115,307243,403604,508156,600711,701023,7,191.968
101130,200197,307244,400893,508157,600935,700489,2,273.96
100241,201604,307245,403605,508158,600526,700444,7,495.3606
101152,202129,307246,401947,508159,600279,701123,2,256.74
100000,201052,307247,403606,508160,600168,700985,6,145.536
100252,200026,307248,403607,508161,600722,700693,7,260.4
101017,202196,307249,402974,508162,600871,701169,1,124.428
100605,200330,307250,402054,508163,601046,700982,3,414.66
100239,200828,307251,403608,508164,600057,701202,5,418.6
100180,200571,307252,403331,508165,600966,700770,5,614.85
100161,201377,307252,403609,508166,600934,700772,6,291.06
100598,200021,307252,400476,508167,601141,701268,2,359.772
101069,200847,307252,403484,508168,601301,701210,4,497.76
100057,200998,307253,403565,508169,600530,700963,4,703.8
100336,200025,307254,400722,508170,600249,700458,3,825.36
100416,201401,307255,403299,508171,600872,701214,4,352.404
100027,200396,307255,403610,508172,600087,700372,2,518.0694
101336,200466,307256,401651,508173,600204,700957,1,207.81
100402,200512,307257,403611,508174,600130,700017,10,260.52
100301,200881,307258,400051,508175,600878,700146,1,381.63
100958,201709,307259,402383,508176,600152,700302,4,485.28
100873,200255,307260,403444,508177,601082,700650,3,359.88
100539,200965,307261,401061,508178,601300,700073,3,587.97
100299,201830,307262,402058,508179,601178,701400,3,559.872
100458,200797,307263,403365,508180,600584,700586,8,537.696
100901,200030,307264,403612,508181,600516,700037,7,239.344
100040,201018,307264,403118,508182,600040,700523,7,222.81
100058,202294,307263,401034,508183,600980,700291,3,369.72
100122,200204,307265,400139,508184,600639,700514,3,1084.95
100164,200849,307266,403613,508185,600196,700654,2,278.88
101108,200366,307266,400419,508186,600957,700738,1,636.15
100044,201607,307267,403111,508187,600271,700911,3,163.1331
100308,200068,307268,403614,508188,600313,700317,9,87.237
101337,202295,307269,400328,508189,601188,700707,2,408.422
100527,200469,307269,403615,508190,600273,700274,6,295.2
100349,200917,307269,402316,508191,600526,700443,3,352.44
100563,200226,307270,402715,508192,600700,700754,4,378.92064
101126,200478,307271,401152,508193,600798,700807,4,331.776
100504,201098,307272,403616,508194,600460,700069,8,402.96
100511,200508,307273,401238,508195,600178,700496,2,674.901
100493,201013,307274,400629,508196,600746,700758,3,886.95
100536,200211,307274,401129,508197,600559,701287,5,424.5315
100476,200344,307275,403294,508198,600723,700096,4,387.224
100673,200694,307276,403617,508199,600700,700109,8,190.512
100978,200365,307276,403618,508200,601095,701305,1,173.46
100383,200749,307277,401781,508201,600524,701249,2,242.88
100001,201771,307278,400985,508202,600492,700171,2,746.24
101026,200601,307279,402818,508203,600297,700242,10,498.0
100709,201562,307280,402453,508204,600800,700366,2,161.568
100355,201854,307281,401593,508205,600113,700805,5,877.3418
100178,201949,307282,400921,508206,600445,700444,9,423.9
100698,200030,307283,402223,508207,601033,700549,6,437.088
100897,201311,307283,400641,508208,600269,700281,3,371.79
101084,200234,307283,403619,508209,600066,700635,4,409.08
100236,200401,307284,403512,508210,600502,700052,3,123.12
100646,200341,307285,403620,508211,600667,700682,14,333.774
100418,201583,307285,403621,508212,601027,700062,11,366.08
100554,200189,307285,400224,508213,600327,700066,3,179.496
100946,200060,307286,401417,508214,600014,701092,2,735.024
100018,200225,307287,403622,508215,600524,701249,2,85.44
100450,200690,307288,402508,508216,600420,700261,6,485.82
100466,200241,307288,401683,508217,600365,700870,7,706.86
100366,200789,307289,400777,508218,600097,700660,1,260.34
100103,202296,307290,400277,508219,600054,701143,4,734.94
100078,201390,307289,403623,508220,600617,700222,5,244.2
100548,201026,307290,401455,508221,600451,700773,2,618.48
101096,200867,307291,403624,508222,600922,701165,7,169.064
100623,202088,307292,401494,508223,600251,700312,6,436.704
100471,200344,307292,402797,508224,600505,700246,3,403.2
100231,200247,307293,400823,508225,600723,700211,3,526.10568
100452,200226,307293,400621,508226,600823,700791,2,583.48
100132,200983,307294,403625,508227,600336,700335,4,231.48
100103,201877,307293,401347,508228,600396,700051,10,576.0
100560,201419,307295,403626,508229,600610,700060,8,148.96
100060,200586,307296,400077,508230,600580,700402,2,599.472
100879,200976,307295,402903,508231,600487,700499,5,190.92
100561,200457,307297,401731,508232,600795,701101,4,255.968
100864,200183,307296,403627,508233,600183,700776,4,317.16
100164,200198,307295,401839,508234,600178,700635,4,469.84
100708,200726,307298,400812,508235,601189,700454,3,274.704
100902,200347,307299,400759,508236,600630,701360,1,373.68
100513,200186,307300,400509,508237,600180,700455,5,603.3
100951,200094,307299,403628,508238,600617,700752,3,623.3175
100535,202297,307299,401240,508239,600711,700135,3,479.976
100517,200002,307301,401311,508240,600461,700754,4,476.928
100741,200130,307302,401494,508241,600048,700986,5,318.43
100204,200421,307303,403629,508242,600099,700883,2,229.57992
100021,202211,307304,400086,508243,600032,700220,2,745.686
100243,200135,307304,403630,508244,600546,700375,3,432.81
100732,201504,307305,401928,508245,600529,700423,5,630.15
100104,200069,307306,403135,508246,600178,700635,7,308.07
100118,200961,307305,400559,508247,600563,700567,1,494.22
100214,200761,307307,400928,508248,600905,701312,6,632.07
100783,200551,307307,402444,508249,600670,700756,6,883.71
100669,200002,307308,401503,508250,601269,701265,6,454.086
100130,200096,307309,401429,508251,600141,700421,3,256.8
100823,200802,307310,400849,508252,600273,700360,3,580.635
100437,200211,307311,400300,508253,600452,701161,3,303.2712
100577,200983,307312,401656,508254,600915,700948,2,364.74
100614,202298,307313,400300,508255,601044,700792,3,415.44
100768,200139,307314,403631,508256,600283,700288,5,222.9795
100800,200451,307315,403358,508257,600793,700142,4,166.08
100027,201345,307316,403632,508258,600127,700174,3,339.84
101001,200476,307315,401985,508259,601206,700736,4,538.44
100922,200756,307315,403522,508260,601272,700099,1,377.01
101005,202299,307317,403633,508261,600179,700800,2,445.326
100969,201341,307318,402846,508262,600283,701143,4,592.68
100709,200874,307319,400271,508263,600469,700148,1,181.797
100083,200090,307320,403634,508264,600444,701276,2,236.4
100426,201618,307321,402251,508265,600345,701395,11,510.18
100163,200150,307322,400769,508266,600163,700169,5,597.0
100601,200130,307321,400530,508267,600676,700891,4,371.168
101338,200063,307322,400379,508268,601096,700083,1,378.39
101113,201951,307321,400467,508269,601200,700313,2,552.36
100654,201435,307323,400512,508270,600470,701079,1,414.18
100308,201947,307323,402202,508271,600302,700828,3,281.97
100476,200585,307324,403635,508272,600513,700681,4,197.72
100055,200383,307325,403636,508273,600963,700708,8,357.6
100110,200189,307325,401884,508274,600091,700094,3,493.452
100155,200294,307326,401802,508275,601171,700379,4,787.92
101106,200372,307327,400772,508276,600964,701127,1,196.98
100917,200344,307328,402987,508277,600430,701402,8,518.784
100766,202300,307329,403105,508278,600268,700869,2,139.032
100652,201038,307330,403637,508279,601030,700843,6,250.02
100013,202301,307330,403197,508280,600985,700736,6,288.0
100824,200028,307331,403638,508281,600996,701260,8,255.936
101339,202302,307331,403639,508282,600610,701289,4,598.32
100339,200078,307332,400299,508283,600136,700424,5,676.485
100546,201330,307332,402928,508284,601129,701218,1,191.13
100382,200130,307333,403640,508285,600211,701181,3,597.132
101088,200182,307334,400606,508286,600451,700892,1,137.88
100674,200697,307335,402094,508287,600703,700713,3,496.53
100021,200341,307336,401425,508288,600998,700081,5,531.9
100821,200234,307335,403641,508289,600643,701243,6,272.52
100123,201138,307337,403642,508290,600346,700757,2,221.98
100356,200719,307338,400331,508291,600392,700850,1,124.5
101340,200847,307335,400089,508292,600788,700795,1,642.69
100143,200189,307336,400458,508293,600516,700407,2,508.92
100446,200522,307339,403643,508294,601280,701175,2,342.54
100974,200733,307340,403644,508295,600189,700363,9,315.18
100765,201597,307341,400532,508296,600193,700976,3,550.08
100579,200023,307342,403645,508297,600559,701044,5,157.815
100874,200600,307343,403646,508298,601104,701007,3,195.66
100031,200459,307344,400561,508299,600626,700569,2,527.46
100971,200755,307344,402903,508300,600507,700198,5,477.3
100725,202303,307345,400771,508301,600117,700225,2,396.78
100581,200785,307346,402514,508302,600212,700522,2,447.876
100298,201191,307346,403173,508303,600070,700762,4,294.368
100887,202226,307347,401894,508304,600492,700251,7,509.796
100270,200543,307348,401410,508305,600457,701046,3,538.056
101150,200033,307348,402683,508306,600332,700665,3,402.084
100123,202148,307349,401023,508307,600864,700545,6,331.92
100296,201349,307350,401118,508308,600155,700349,2,333.96
100888,200123,307351,402573,508309,600352,700519,6,340.704
100098,200888,307352,401750,508310,600607,701354,2,365.22
100282,200167,307353,403647,508311,600288,700292,3,239.976
100049,200240,307354,402042,508312,600415,700718,3,125.1
100352,200430,307355,402553,508313,600767,700774,3,341.577
100708,200874,307356,401536,508314,600399,700701,3,579.51
101083,202304,307356,403438,508315,600406,700959,3,490.26
100410,201504,307357,401408,508316,600617,700752,6,659.7
101331,201565,307357,403648,508317,601171,700998,12,325.08
100765,202305,307358,403649,508318,600817,701318,4,546.96
100180,200135,307359,400073,508319,601138,701253,2,727.536
100280,200571,307360,402169,508320,600418,700067,3,409.14
100917,200367,307359,402069,508321,600013,700781,8,528.12
100093,202306,307361,402259,508322,600589,700594,2,639.66
100453,200098,307362,403412,508323,600396,700131,6,395.94
100177,200436,307363,403650,508324,600780,700496,5,115.8
100043,200051,307364,401395,508325,601152,700844,3,431.976
100010,200099,307365,403651,508326,600184,700498,9,1950.372
100631,200167,307366,400267,508327,600512,700517,2,1119.984
100551,201708,307367,403652,508328,600113,701033,6,437.04
100317,200854,307367,401797,508329,600479,700283,2,239.372
100804,201295,307368,401254,508330,600727,701343,2,423.19192
100537,200950,307369,400412,508331,601250,701177,7,1027.152
100305,201479,307369,402321,508332,600968,700909,7,755.944
100547,200024,307369,403122,508333,600504,701159,5,702.3
100814,202307,307370,403653,508334,600705,700574,5,347.64
100390,200347,307371,403654,508335,600306,700390,3,165.42
100469,200074,307372,401042,508336,600842,700469,2,290.196
100045,200042,307373,402905,508337,600042,700045,5,404.9
100555,200051,307374,401630,508338,600626,700170,3,215.976
100319,200498,307375,402320,508339,600212,700461,8,414.72
100492,200447,307375,402400,508340,600491,700106,8,429.6
100334,200084,307376,403655,508341,600899,700502,9,543.105
100652,201116,307376,403321,508342,600024,700734,5,334.4418
100448,200084,307377,403656,508343,600992,701225,3,612.198
100027,200129,307378,403657,508344,600423,700538,5,216.945
100571,200000,307379,403017,508345,600583,700494,2,199.98
100587,200167,307380,402318,508346,600707,700717,3,333.999
100502,201328,307381,403658,508347,601097,700553,4,149.4
100154,202308,307382,403659,508348,601004,700747,3,346.113
100456,200030,307383,403660,508349,600559,701044,7,271.264
100844,201399,307384,401613,508350,601091,701170,3,389.61
100037,202309,307385,400963,508351,600984,700302,3,286.605
100130,200596,307385,400016,508352,600689,700938,4,999.96
100685,200145,307386,402747,508353,600628,700929,4,435.672
100426,200380,307387,402575,508354,600257,700431,5,421.95
100345,200709,307387,402224,508355,600268,700857,3,423.27
100728,200636,307386,402016,508356,600318,700373,6,417.42
100323,201403,307388,401623,508357,600034,701128,7,723.324
100191,201114,307389,402687,508358,601096,700289,2,221.292
100461,200525,307389,403661,508359,600343,700349,4,263.96
100150,200475,307390,401623,508360,600228,700526,3,516.66
100047,201542,307390,401311,508361,600646,700953,2,264.96
100494,200324,307391,400817,508362,600773,701111,3,721.8534
100624,200629,307392,403246,508363,600641,700173,5,130.2
100297,200052,307393,402022,508364,600173,700152,7,443.73
100916,200080,307391,401947,508365,600475,700687,4,513.48
100878,200248,307394,403662,508366,600228,701076,5,232.875
101102,201852,307395,402474,508367,600292,700887,6,291.6
100252,200026,307396,403663,508368,600722,700693,9,520.02
100581,201558,307397,402489,508369,600393,700983,5,345.9
100941,200021,307398,403320,508370,600442,700422,3,230.376
100150,200106,307399,403572,508371,600123,700062,4,447.84
100530,200114,307400,402309,508372,601174,700730,3,216.8442
100501,200198,307401,403326,508373,600904,700247,9,408.42
100309,200307,307402,401938,508374,600201,700156,4,360.128
100972,200211,307402,403664,508375,601302,700657,5,209.658
100044,200699,307403,403665,508376,601303,700355,9,237.33
100341,201280,307403,401868,508377,600767,700320,1,159.99
100235,200000,307404,403666,508378,600445,700695,7,160.93
100235,201857,307405,400799,508379,600600,701403,7,859.04
100396,202310,307406,400583,508380,600387,700566,2,673.647
100530,201534,307407,402287,508381,601013,700415,5,195.885
101325,201902,307407,403667,508382,601022,701261,6,101.7
100815,201815,307408,402337,508383,600105,701183,7,978.39
100621,200873,307409,403668,508384,600273,700496,6,226.56
100466,202311,307408,401387,508385,600713,701055,5,383.96
100041,200265,307410,401788,508386,600651,700746,2,540.804
100867,201878,307411,401158,508387,600458,700368,4,645.948
100645,200051,307412,403669,508388,600776,701185,3,101.94
100416,200096,307413,401882,508389,600350,700353,4,395.12
100036,200138,307414,402553,508390,600588,701202,7,823.5801
100803,200000,307415,403670,508391,600669,700673,6,293.52
100547,200024,307416,401701,508392,600504,701159,5,473.6
100807,201657,307417,401626,508393,601175,700104,3,342.792
100908,202312,307418,401954,508394,600130,701179,7,312.48
100078,201390,307419,402233,508395,600617,700222,5,310.35
100974,200344,307420,403552,508396,600644,700322,7,389.48
100963,201894,307420,400479,508397,600212,700522,3,520.38
100676,200023,307421,401698,508398,600377,701127,8,439.2
100655,201044,307422,403100,508399,600244,700251,4,343.68
100971,200133,307422,400013,508400,600034,700837,2,507.84
100796,202313,307423,400849,508401,600798,701047,2,696.762
100762,202314,307423,400368,508402,600741,700913,3,696.852
100704,200135,307424,400777,508403,600860,700857,2,520.68
101062,200312,307425,401983,508404,600916,700572,3,111.12
100344,200841,307426,402051,508405,600452,701044,4,573.48
100344,201728,307427,401507,508406,600316,700585,2,478.08
100387,201744,307428,403671,508407,600524,700145,4,211.68
100043,201003,307428,403146,508408,600221,700225,4,328.64
100424,202192,307429,403672,508409,600780,700652,7,213.36
100861,200478,307430,403673,508410,600961,700540,6,277.056
100921,200757,307430,403674,508411,600681,700451,8,265.44
100454,200216,307431,401914,508412,600418,700461,5,385.76
100339,202315,307432,400728,508413,600789,701224,5,623.16
101283,200315,307432,401520,508414,600687,700763,6,818.28
100897,200133,307433,400346,508415,600759,700766,1,247.424
100226,200102,307434,403675,508416,600285,700362,1,268.62
100577,200248,307435,402615,508417,600449,700401,6,274.14
100908,200043,307436,403676,508418,600600,700227,4,567.528
100063,202172,307436,403677,508419,600305,700580,5,526.45
100732,200167,307436,400785,508420,600977,701263,3,359.976
100198,200005,307437,403678,508421,601021,700409,6,278.64
100107,202316,307438,400656,508422,600250,700077,2,723.72
100906,201210,307439,402334,508423,601065,701340,4,136.14
100575,200586,307439,403679,508424,601304,700015,2,211.464
100120,200030,307440,402921,508425,600130,701179,2,204.83064
100569,200913,307441,403680,508426,601249,700837,2,126.846
101168,202009,307442,401152,508427,600742,700026,2,414.72
100501,202317,307442,401958,508428,601218,701318,3,529.15956
100552,200302,307443,403681,508429,600634,700673,4,235.008
100704,200106,307444,400431,508430,600292,700123,5,622.45
100014,200255,307444,401731,508431,601225,701072,6,383.952
101214,201202,307444,403682,508432,601027,700062,12,324.0
100501,200512,307445,402075,508433,600486,700274,4,318.816
100577,200003,307446,403683,508434,601151,701068,13,948.051
100648,202152,307447,403684,508435,601122,701264,4,130.56
100092,200084,307448,402395,508436,600502,700831,4,378.0
100533,201374,307449,402201,508437,601277,700776,5,344.6
100372,200131,307448,401840,508438,600759,700842,7,807.24
101083,200015,307450,401976,508439,601305,700704,3,324.45
100655,202024,307451,401161,508440,600659,700476,5,381.72
100469,200091,307452,401648,508441,600580,700402,3,387.18
100337,201325,307453,403644,508442,600225,700228,5,175.1
100090,200084,307454,402769,508443,600003,700003,3,250.263
100159,200106,307455,403685,508444,600584,700043,3,212.13
100872,200487,307456,403686,508445,600500,701220,2,256.68
100362,200552,307457,403687,508446,601125,700191,2,288.36
100359,202131,307458,403688,508447,600309,700811,8,636.768
100230,201770,307458,403689,508448,600436,700392,1,283.26
100898,201331,307459,402583,508449,601152,700352,3,127.008
100750,201451,307460,403690,508450,600754,701047,4,691.56
100737,201361,307461,403691,508451,600584,700043,2,149.28
100189,200171,307462,403692,508452,600192,700197,5,139.95
100137,200138,307463,403477,508453,600107,701285,7,988.2327
100815,202318,307464,403693,508454,600528,700597,5,199.95
101312,202319,307464,403694,508455,600308,700743,4,220.56
100430,200419,307465,403695,508456,600891,700398,6,236.16
100783,200624,307466,401419,508457,600815,700310,3,413.82
100756,200007,307466,403696,508458,600438,701275,2,529.8
100180,201645,307467,401087,508459,600246,700004,5,334.8
100753,200885,307468,403697,508460,601015,700262,14,215.376
100874,201504,307469,401921,508461,600148,700071,2,345.24
100571,200084,307469,402183,508462,601160,701404,3,507.663
100835,200167,307469,400122,508463,600912,701320,2,801.568
100287,200030,307470,403698,508464,601016,700673,2,147.712
100318,201003,307469,402569,508465,600482,700046,3,222.24
100181,200568,307471,401632,508466,601182,700790,3,590.1174
100293,200025,307471,402252,508467,600982,700714,4,448.96
100304,200842,307471,403699,508468,601199,701103,10,250.65
100824,200299,307472,401846,508469,600583,700897,5,869.7
100546,200512,307473,402037,508470,600212,700077,4,226.56
100006,201373,307474,403700,508471,600956,700036,7,414.33
100126,201378,307475,403701,508472,600076,700665,3,84.6
100467,200003,307476,403702,508473,601047,700810,3,409.032
100444,201425,307476,401635,508474,600472,700505,5,757.5
100378,200167,307476,402905,508475,600564,700150,3,242.94
100286,200378,307477,403467,508476,600901,700212,6,504.0
101341,201844,307478,400199,508477,600927,700988,1,254.94
100582,200294,307479,400815,508478,600738,700017,2,408.36
100624,200095,307480,400299,508479,601077,701149,3,405.891
100974,200091,307481,401647,508480,600234,700248,4,714.42
100418,202255,307481,400202,508481,600487,700844,3,680.01
100198,200555,307482,403609,508482,600556,700559,5,242.55
100578,202320,307483,403703,508483,600964,700599,6,170.1
100025,200114,307484,400079,508484,600209,700367,2,477.3006
100252,201838,307482,402498,508485,601125,701405,5,340.38
100849,201305,307485,402449,508486,600181,700591,6,241.74
100173,200299,307486,403704,508487,600345,700347,9,107.73
100060,200236,307487,402025,508488,600270,700277,3,412.02
101342,200162,307488,403312,508489,601136,701086,10,732.9
100913,200204,307489,401333,508490,600833,701133,4,558.0
100927,200899,307490,400729,508491,600713,700281,2,391.98
100187,200611,307489,400664,508492,600370,700373,3,376.866
101343,200230,307489,403705,508493,600925,700139,2,385.02
100398,202200,307489,403706,508494,600646,700609,7,225.82
100564,200052,307491,403136,508495,600111,700147,3,173.61
100751,202321,307492,400370,508496,600915,700246,2,731.82
100139,200475,307493,403707,508497,600338,700338,3,967.98
100873,201883,307494,402846,508498,600640,700149,5,740.85
100137,200091,307494,403708,508499,600027,700142,6,190.998
100116,200840,307494,403036,508500,600858,700165,3,276.69
100795,200500,307495,402519,508501,600377,700925,1,439.992
100016,200246,307496,403709,508502,600631,700877,4,297.9036
100401,200084,307496,401638,508503,600785,701169,7,685.755
100274,200817,307497,401769,508504,600767,700407,4,492.768
100058,200071,307498,403710,508505,600860,700869,5,340.35
100146,200653,307499,401600,508506,600516,700235,10,586.4
100040,201935,307500,403711,508507,601306,700934,14,642.992
100471,200060,307501,401968,508508,600198,700336,3,154.35
100524,201117,307502,401698,508509,600086,700768,4,219.6
100642,200430,307503,403712,508510,600200,701102,7,282.744
100111,200084,307503,401759,508511,600285,700798,5,604.575
100329,200033,307504,402482,508512,600269,701073,6,312.336
100785,202174,307505,402854,508513,600721,700714,2,177.48
100280,200159,307506,402146,508514,601175,700104,5,634.5
100375,202322,307506,400616,508515,600249,700368,2,265.26
101344,200083,307507,403713,508516,601280,701175,2,99.84
100634,200202,307508,401648,508517,600744,701157,4,418.728
100893,201274,307509,402343,508518,601053,701113,7,865.053
100768,200119,307509,402379,508519,600132,700553,4,459.92
100726,201198,307510,403714,508520,601269,700492,5,270.9
100347,200701,307511,401282,508521,600315,701085,3,457.893
100800,200367,307511,401759,508522,600761,700906,8,1160.784
101345,200951,307512,403715,508523,600323,701322,14,161.7
100145,200095,307513,401574,508524,600676,700280,1,444.798
100821,202323,307514,403716,508525,600956,700659,5,254.9
101346,202324,307515,400365,508526,600336,700051,2,594.18
100255,201553,307516,402500,508527,600190,700345,4,527.76
100317,200003,307516,400864,508528,600549,700467,9,445.176
100263,201323,307516,403441,508529,600888,700418,3,645.966
101185,200183,307517,401446,508530,600597,700695,1,123.93
100195,200028,307518,403717,508531,601152,700499,14,437.472
100762,200211,307519,403718,508532,601307,700387,10,342.624
100569,202068,307519,403548,508533,600607,701354,2,299.98
101041,200136,307519,401402,508534,600824,700832,1,500.13
100289,200354,307519,402853,508535,601211,700656,5,877.1422
100249,201537,307520,403719,508536,601061,701224,1,142.623
100251,200376,307521,401018,508537,600785,701169,3,346.92
100762,202325,307521,401151,508538,601280,701393,2,527.34
100768,200084,307522,400596,508539,600572,700420,5,428.175
100287,200077,307523,403117,508540,601121,700637,7,349.965
100909,200773,307522,403720,508541,600937,700591,4,546.0
100670,202326,307524,401957,508542,600097,700556,3,477.12384
100225,200055,307525,400850,508543,600315,701085,8,988.08
100741,202327,307526,400440,508544,600770,701012,4,720.064
100935,200220,307527,403721,508545,600051,700054,2,209.76
100086,200028,307528,400528,508546,600662,700785,3,418.296
101304,202264,307528,400130,508547,600398,701156,1,639.0
100419,200080,307528,400400,508548,600420,700426,1,253.32
100530,201654,307528,400776,508549,600746,700015,2,501.47504
100564,200481,307529,401958,508550,600455,700122,1,176.38652
100932,200572,307530,402268,508551,600129,700144,8,875.016
100399,201205,307529,403722,508552,600488,700163,2,248.82
100507,202328,307530,403723,508553,600739,700620,13,259.74
100069,201323,307531,400612,508554,600115,700768,2,658.638
100468,202325,307532,402207,508555,600395,700614,3,156.744
100501,200741,307533,400812,508556,600603,701021,4,457.84
100823,200855,307533,400683,508557,600638,700650,3,572.67
100560,200627,307534,400795,508558,600070,700653,6,2768.58
100357,200218,307535,400861,508559,601045,701138,2,689.96
100709,200084,307535,403724,508560,600721,700482,7,248.22
100031,200031,307536,403725,508561,600030,700031,10,210.9
101008,201704,307537,400884,508562,600108,700376,1,275.49
100435,200571,307538,401057,508563,600132,701326,3,954.09
100452,201345,307538,401859,508564,601213,701307,3,409.77
100587,200316,307538,402276,508565,600897,701395,4,343.92
100088,200015,307539,403726,508566,600061,700088,2,98.64
100313,200030,307540,400857,508567,601193,701173,2,350.808
100644,200762,307541,403560,508568,600313,700772,4,179.88
100622,200545,307542,400452,508569,600438,700617,3,504.09
100025,200139,307543,403727,508570,600012,700012,2,278.6652
101347,200773,307542,402093,508571,600346,700954,2,338.7
100107,200605,307544,401966,508572,601013,700171,9,931.392
100897,200133,307545,401190,508573,600759,700766,4,263.488
100230,201738,307546,400966,508574,600181,701266,6,648.324
100241,200204,307546,403728,508575,600318,701136,5,239.85
100854,200145,307546,401187,508576,601201,700449,2,558.42
100187,200169,307547,401141,508577,600190,700195,1,149.46
100988,200030,307548,403729,508578,600684,701051,6,168.288
100427,200198,307546,403298,508579,601201,700067,3,727.56
100188,200680,307549,401475,508580,600844,701254,3,409.5441
100479,200084,307550,402259,508581,600615,700465,3,623.6685
100347,202329,307551,401383,508582,601038,700829,6,533.376
100550,200406,307552,400727,508583,600275,700210,2,671.0598
100016,200131,307552,401514,508584,600164,700211,2,520.2
100804,202308,307553,403460,508585,600353,700649,8,491.832
100589,202330,307553,402838,508586,600859,700767,8,647.84
100617,200024,307554,401722,508587,600418,700247,3,715.38636
100890,200225,307555,402262,508588,600910,700254,2,287.94
100357,201704,307554,401917,508589,601204,701127,10,718.64
100542,201129,307556,400496,508590,600202,700099,7,868.644
100174,200095,307556,401609,508591,600528,701055,5,557.0475
100812,200430,307556,403730,508592,601136,701086,7,373.275
101016,201258,307556,402224,508593,600207,701211,2,282.18
100879,200594,307557,400246,508594,600593,700681,3,379.809
100565,201859,307558,401786,508595,600183,700361,1,271.992
101260,202331,307559,403731,508596,600091,700062,2,285.6
100058,200001,307560,403732,508597,600667,700817,4,166.8
100048,200797,307561,401677,508598,600153,700354,4,234.816
101054,201875,307562,400932,508599,600089,701311,2,349.32
100298,201191,307563,400110,508600,600070,700762,6,1369.764
100867,200962,307564,403733,508601,600381,700937,1,567.9
101000,200499,307565,403622,508602,600498,701123,7,299.04
100302,200379,307566,403734,508603,600545,700474,6,212.04
100654,201388,307567,401585,508604,600695,700299,7,555.66
100259,201067,307567,400497,508605,600842,700478,3,561.087
100947,201368,307567,403563,508606,600111,701153,2,934.86
100937,201687,307567,400938,508607,600288,701204,2,408.3
100055,200093,307568,403735,508608,600094,700097,7,319.984
101096,200536,307569,401076,508609,600146,700080,4,273.472
100016,202332,307570,403736,508610,600560,700647,6,444.624
100255,200131,307571,403037,508611,600453,700172,4,330.1384
100227,201692,307572,401270,508612,600099,701063,6,510.12
101348,202333,307573,403737,508613,600274,700251,4,190.44
100480,201298,307572,403738,508614,600741,700435,5,244.5
100269,200950,307574,400363,508615,600355,700305,5,729.48
100265,200964,307574,403739,508616,600269,700752,5,776.25
100310,200028,307575,403740,508617,600397,700965,9,251.91
101319,200183,307576,402191,508618,600785,701266,1,113.28
100587,200638,307577,402237,508619,600713,700210,3,235.944
100031,202150,307578,401811,508620,600662,701137,5,859.5
100187,200770,307579,402028,508621,600676,700900,4,679.8
100299,200586,307579,400700,508622,600177,700118,2,316.476
100729,200059,307580,400421,508623,600636,700606,2,292.1
100927,200028,307581,403741,508624,600717,700114,4,211.168
100386,201016,307581,402357,508625,600664,700527,6,490.14
100174,201517,307582,401703,508626,600272,700422,2,348.46168
101083,202334,307583,402200,508627,600364,700080,2,207.18
100637,200858,307584,403742,508628,600087,700434,3,95.688
100563,200069,307585,402728,508629,600021,700525,5,544.725
100495,201077,307585,403743,508630,600316,700847,2,355.38
101291,200951,307586,403744,508631,600254,700112,4,502.92
100406,200372,307587,403745,508632,600399,701230,2,249.18
100848,200379,307588,402612,508633,601077,701406,5,333.8
101011,200183,307589,401179,508634,600396,700222,1,298.14
100073,202335,307590,403746,508635,600269,700752,4,135.84
100337,200269,307591,400665,508636,600064,700096,2,654.102
100158,200069,307591,400702,508637,600651,700040,2,948.618
100266,200482,307592,403747,508638,600419,700933,4,486.36
101225,202051,307593,403748,508639,601194,700529,6,152.82
100017,200430,307594,400337,508640,600970,701015,3,515.646
100962,201121,307594,403504,508641,600658,700805,3,422.73
101349,202336,307595,403749,508642,601145,701303,10,114.6
100595,200497,307596,401445,508643,600388,700254,4,463.968
